Customer ID,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Population,NPS
7576-OYWBN,2930,No,0,3,,Yes,30.25,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,Male,71,No,Yes,No,No,0,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,23393,Detractor
5539-TMZLF,5057,No,0,1,,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,Male,69,No,Yes,No,No,0,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,36186,Detractor
3336-JORSO,3401,No,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,Female,70,No,Yes,No,No,0,United States,California,Hayward,94542,"37.656695, -122.048361",37.656695,-122.048361,11147,Detractor
6861-XWTWQ,2487,Yes,1,7,,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,Male,71,No,Yes,Yes,No,0,United States,California,Napa,94559,"38.232389, -122.324944",38.232389,-122.324944,26894,Detractor
4283-FUTGF,3715,No,0,19,,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,Male,67,No,Yes,No,No,0,United States,California,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296,25399,Detractor
2397-BRLOM,3443,Yes,2,8,,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,Male,67,No,Yes,Yes,No,0,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,40239,Detractor
8510-AWCXC,3269,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,Female,69,No,Yes,No,No,0,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,16429,Detractor
8225-BTJAU,3856,No,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,Male,75,No,Yes,No,No,0,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562,781,Detractor
1724-BQUHA,2718,No,0,5,,Yes,45.72,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,Male,67,No,Yes,No,No,0,United States,California,Los Gatos,95032,"37.233034, -121.947427",37.233034,-121.947427,24443,Detractor
4826-XTSOH,4843,No,0,1,,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,Male,66,No,Yes,Yes,No,0,United States,California,Moss Landing,95039,"36.863303, -121.781632",36.863303,-121.781632,899,Detractor
2408-WITXK,3244,No,0,10,Offer D,No,0.0,No,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,Female,67,No,Yes,No,No,0,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,18197,Detractor
2634-HCZGT,5271,Yes,1,53,,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,Male,71,No,Yes,Yes,No,0,United States,California,San Jose,95126,"37.327069, -121.916819",37.327069,-121.916819,27023,Detractor
7503-QQRVF,2076,Yes,1,16,Offer D,Yes,26.12,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,Male,74,No,Yes,Yes,No,0,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867,60620,Detractor
0709-TVGUR,3145,No,0,9,,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.6899999999999,Female,70,No,Yes,No,No,0,United States,California,Stockton,95207,"38.002125, -121.324979",38.002125,-121.324979,49965,Detractor
3001-CBHLQ,3966,Yes,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,Male,76,No,Yes,Yes,No,0,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327,-120.632221,4264,Detractor
4102-OQUPX,5429,Yes,1,1,,Yes,17.36,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,Male,67,No,Yes,Yes,No,0,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301,88,Detractor
3999-QGRJH,3068,No,0,8,,Yes,14.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,Male,80,No,Yes,No,No,0,United States,California,Ballico,95303,"37.4695, -120.672724",37.4695,-120.672724,809,Detractor
2454-RPBRZ,2709,Yes,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,Female,67,No,Yes,Yes,No,0,United States,California,Catheys Valley,95306,"37.394411, -120.127262",37.394411,-120.127262,986,Detractor
2265-CYWIV,4708,Yes,1,4,,Yes,18.91,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.5,Female,68,No,Yes,Yes,No,0,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926,-120.69955,1055,Detractor
4550-VBOFE,5005,Yes,1,70,,Yes,17.45,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,Male,69,No,Yes,Yes,No,0,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,1519,Detractor
7409-KIUTL,5345,No,0,1,,Yes,28.64,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,Female,80,No,Yes,No,No,0,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,48690,Detractor
1732-VHUBQ,4457,Yes,1,47,,Yes,26.95,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,Female,73,No,Yes,Yes,No,0,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,48690,Detractor
0679-IDSTG,4568,Yes,1,1,,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55,Female,73,No,Yes,Yes,No,0,United States,California,Branscomb,95417,"39.710591, -123.682799",39.710591,-123.682799,176,Detractor
8802-UNOJF,5565,No,0,12,Offer D,Yes,28.63,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,Male,65,No,Yes,No,No,0,United States,California,Philo,95466,"39.094102, -123.500853",39.094102,-123.500853,1113,Detractor
6313-GIDIT,6280,No,0,53,,No,0.0,No,Yes,DSL,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.3900000000003,Male,73,No,Yes,No,No,0,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.609588,1352,Detractor
2845-AFFTX,4726,No,0,41,,Yes,22.56,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,Male,78,No,Yes,Yes,No,0,United States,California,Westport,95488,"39.724433, -123.767578",39.724433,-123.767578,309,Detractor
2815-CPTUL,3684,No,0,5,,Yes,2.27,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,Male,68,No,Yes,No,No,0,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144,532,Detractor
1891-FZYSA,6363,Yes,1,69,,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,Male,65,No,Yes,Yes,No,0,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,200,Detractor
9685-WKZGT,2075,No,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,Male,67,No,Yes,No,No,0,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,58830,Detractor
6022-UGGSO,2091,No,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,Female,70,No,Yes,No,No,0,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,43718,Detractor
3923-CSIHK,5746,Yes,1,50,,Yes,4.6,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0,230.0,3674.85,Female,69,No,Yes,Yes,No,0,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,1745,Detractor
3677-IYRBF,4002,No,0,2,,No,0.0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0.0,0,0.0,78.65,Female,73,No,Yes,No,No,0,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,6096,Detractor
8118-LSUEL,5507,No,0,23,,Yes,17.62,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,0.0,0,405.2600000000001,2888.76,Male,74,No,Yes,No,No,0,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,30614,Detractor
5277-ZLOOR,5512,No,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,Female,78,No,Yes,No,No,0,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,1526,Detractor
4248-HCETZ,2174,Yes,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,Male,77,No,Yes,Yes,No,0,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,16599,Detractor
9174-FKWZE,3848,No,0,1,,Yes,22.92,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,0.0,0,22.92,42.370000000000005,Female,70,No,Yes,No,No,0,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507,15975,Detractor
5307-DZCVC,2431,No,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,Female,78,No,Yes,Yes,No,0,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,854,Detractor
8679-JOEVF,5556,No,0,16,,Yes,36.83,No,Yes,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.1799999999998,Female,75,No,Yes,No,No,0,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,34894,Detractor
4803-AXVYP,3474,No,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,Female,75,No,Yes,No,No,0,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,303,Detractor
5649-ANRML,4486,No,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17,Male,76,No,Yes,No,No,0,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,282,Detractor
7395-IGJOS,3443,Yes,1,17,,Yes,9.5,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,Male,70,No,Yes,Yes,No,0,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.041166,6189,Detractor
7890-VYYWG,3766,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,Male,67,No,Yes,Yes,No,0,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,3193,Detractor
9907-SWKKF,4842,No,0,1,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0,0,0.0,25.05,Female,69,No,Yes,No,No,0,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,73,Detractor
6397-JNZZG,2573,Yes,1,43,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,Female,70,No,Yes,Yes,No,0,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,615,Detractor
7779-LGOVN,4990,Yes,2,10,,Yes,46.5,Yes,Yes,Cable,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,Male,74,No,Yes,Yes,No,0,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,263,Detractor
9710-ZUSHQ,5849,No,0,37,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,0.0,0,1548.45,5605.2,Female,77,No,Yes,No,No,0,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,26438,Detractor
3902-FOIGH,3967,Yes,1,12,,Yes,48.5,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0.0,0,582.0,1800.55,Male,66,No,Yes,Yes,No,0,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,1177,Detractor
3318-OSATS,2080,No,0,35,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,Male,70,No,Yes,No,No,0,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358,348,Detractor
2636-ALXXZ,2151,No,0,1,Offer E,Yes,45.8,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.4,Female,68,No,Yes,No,No,0,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,678,Detractor
9885-CSMWE,2139,No,0,1,Offer E,Yes,18.37,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,0.0,0,18.37,96.82,Female,65,No,Yes,No,No,0,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,45025,Detractor
8058-JMEQO,3543,No,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,Female,76,No,Yes,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,Detractor
7657-DYEPJ,2645,No,0,38,Offer C,Yes,5.75,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,2497.35,0.0,0,218.5,2715.85,Male,73,No,Yes,No,No,0,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,44150,Detractor
8276-MQBYC,6204,No,0,51,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,0.0,0,993.99,5907.29,Male,70,No,Yes,No,No,0,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,30568,Detractor
6015-VVHHE,2516,No,0,5,,Yes,41.83,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0,209.15,655.2,Female,68,No,Yes,No,No,0,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,29310,Detractor
2516-VQRRV,3350,No,0,2,,Yes,23.46,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,Female,77,No,Yes,No,No,0,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,31963,Detractor
7580-UGXNC,3016,No,0,2,,Yes,25.74,No,Yes,DSL,6,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,0.0,0,51.48,155.68,Female,73,No,Yes,No,No,0,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,15195,Detractor
5178-LMXOP,5795,Yes,1,1,,Yes,4.89,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0.0,0,4.89,99.99,Male,71,No,Yes,Yes,No,0,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,9960,Detractor
7056-IMHCC,5884,Yes,1,53,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.219999999999,Male,69,No,Yes,Yes,No,0,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,40705,Detractor
8749-JMNKX,4788,Yes,1,51,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,Male,80,No,Yes,Yes,No,0,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,62425,Detractor
0917-EZOLA,5925,No,0,72,,Yes,6.03,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0.0,0,434.16,8124.11,Male,66,No,Yes,Yes,No,0,United States,California,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,27563,Detractor
8414-MYSHR,2834,No,0,5,,Yes,4.59,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7,Male,79,No,Yes,No,No,0,United States,California,Arcadia,91007,"34.128284, -118.047732",34.128284,-118.047732,30933,Detractor
4988-IQIGL,4403,No,0,1,,Yes,28.49,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0,28.49,103.84,Male,80,No,Yes,No,No,0,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.224377,-118.632656,49242,Detractor
4706-AXVKM,5118,No,0,11,,Yes,4.1,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,0,45.1,951.95,Female,78,No,Yes,No,No,0,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",34.364153,-118.615583,9937,Detractor
5889-JTMUL,5863,Yes,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,Female,67,No,Yes,Yes,No,0,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048,22177,Detractor
9026-RNUJS,4618,No,0,5,,Yes,18.69,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0.0,0,93.45,330.7,Male,73,No,Yes,No,No,0,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791,40376,Detractor
1624-NALOJ,2960,No,0,5,,Yes,36.36,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,0.0,0,181.8,684.4000000000001,Male,75,No,Yes,No,No,0,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,57146,Detractor
6210-KBBPI,2313,No,0,9,,Yes,10.66,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,0.0,0,95.94,1015.34,Male,67,No,Yes,No,No,0,United States,California,West Covina,91790,"34.066964, -117.937007",34.066964,-117.937007,44099,Detractor
2260-USTRB,2767,No,0,2,,Yes,9.55,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0,19.1,135.05,Female,75,No,Yes,No,No,0,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,3133,Detractor
8623-TMRBY,6245,Yes,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,Male,80,No,Yes,Yes,No,0,United States,California,Chula Vista,91915,"32.605012, -116.97595",32.605012,-116.97595,9278,Detractor
6900-PXRMS,3157,No,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,Male,72,No,Yes,Yes,No,0,United States,California,Spring Valley,91978,"32.730264, -116.950963",32.730264,-116.950963,7863,Detractor
3346-BRMIS,2167,Yes,1,18,,No,0.0,No,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0,0,0.0,810.7,Female,70,No,Yes,Yes,No,0,United States,California,Bonsall,92003,"33.290907, -117.202895",33.290907,-117.202895,3849,Detractor
2722-JMONI,4989,Yes,1,1,Offer E,Yes,24.24,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.78999999999999,Female,73,No,Yes,Yes,No,0,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,17944,Detractor
7579-OOPEC,5461,Yes,1,2,Offer E,Yes,6.86,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,0.0,0,13.72,128.82,Female,75,No,Yes,Yes,No,0,United States,California,Pala,92059,"33.384345, -117.072619",33.384345,-117.072619,1831,Detractor
1771-OADNZ,2151,Yes,1,29,Offer C,Yes,35.38,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0.0,50,1026.02,3821.22,Male,70,No,Yes,Yes,No,0,United States,California,Pauma Valley,92061,"33.313828, -116.940501",33.313828,-116.940501,2615,Detractor
0612-RTZZA,4628,No,0,1,Offer E,No,0.0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0,0,0.0,25.25,Female,77,No,Yes,No,No,0,United States,California,Vista,92084,"33.22784, -117.200024",33.22784,-117.200024,44692,Detractor
4433-JCGCG,2436,Yes,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0,246.56,4926.610000000001,Male,80,No,Yes,Yes,No,0,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,47224,Detractor
9488-HGMJH,5287,No,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,Female,78,No,Yes,No,No,0,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,3873,Detractor
4818-QIUFN,4997,No,0,20,,Yes,11.82,Yes,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,0.0,0,236.4,1757.3000000000002,Female,69,No,Yes,No,No,0,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,5529,Detractor
