CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,num_services,charge_per_service,is_new_customer,is_autopay,NPS
5700,No,0,26,,Yes,33.74,No,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3070.8900000000003,Female,71,No,Yes,No,No,0,4,17.16,0,0,Detractor
5654,No,0,30,,Yes,30.06,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.25,2755.35,0.0,0,901.8,3657.15,Male,33,No,No,No,No,0,5,15.041666666666666,0,1,Detractor
4795,Yes,10,47,Offer B,Yes,14.14,No,Yes,DSL,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,73.6,3522.65,0.0,0,664.58,4187.2300000000005,Male,55,No,No,Yes,No,0,7,9.2,0,1,Passive
3903,No,0,10,Offer D,Yes,13.51,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.0,492.1,0.0,0,135.1,627.2,Male,45,No,No,No,No,0,2,15.333333333333334,1,0,Passive
5084,No,0,59,,Yes,26.63,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,1099.6,14.22,0,1571.1699999999998,2656.55,Male,51,No,No,No,No,0,1,9.675,0,0,Detractor
6447,Yes,9,70,Offer A,Yes,8.28,Yes,Yes,DSL,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.8,5315.8,0.0,0,579.5999999999999,5895.4,Male,34,No,No,Yes,No,0,8,8.31111111111111,0,0,Detractor
4953,Yes,2,60,,Yes,24.62,No,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.0,6668.35,0.0,0,1477.2,8145.55,Female,69,No,Yes,Yes,No,0,8,12.22222222222222,0,1,Promoter
5819,Yes,5,71,,Yes,32.12,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1388.45,0.0,0,2280.52,3668.97,Male,77,No,Yes,Yes,Yes,1,1,9.9,0,0,Passive
5594,No,0,54,Offer B,Yes,4.16,No,Yes,Cable,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.0,3283.05,0.0,0,224.64,3507.69,Male,20,Yes,No,No,Yes,2,5,10.166666666666666,0,1,Passive
5478,No,0,72,,Yes,15.21,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.75,1567.0,25.98,0,1095.12,2636.1400000000003,Female,56,No,No,No,Yes,2,1,9.875,0,0,Passive
5606,No,0,27,,Yes,20.18,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,501.35,0.0,0,544.86,1046.21,Female,36,No,No,No,No,0,1,9.575,0,0,Promoter
3520,Yes,2,7,,No,0.0,No,Yes,Cable,30,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.5,279.25,0.0,0,0.0,279.25,Male,61,No,No,Yes,Yes,6,3,8.625,1,1,Detractor
4351,No,0,16,Offer D,Yes,39.52,No,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,1218.25,0.0,0,632.32,1850.57,Male,68,No,Yes,No,No,0,4,15.75,0,1,Passive
4766,No,0,2,Offer E,Yes,27.17,Yes,Yes,Fiber Optic,23,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0.0,0,54.34,229.09,Male,55,No,No,No,No,0,6,12.964285714285714,1,0,Detractor
2145,No,0,9,,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,447.9,0.0,0,63.99,511.89,Male,74,No,Yes,No,No,0,3,12.3,1,0,Passive
5197,Yes,2,72,Offer A,Yes,1.72,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.25,6688.95,0.0,0,123.84,6812.79,Female,62,No,No,Yes,No,0,10,8.477272727272727,0,1,Detractor
4568,No,0,62,,Yes,33.68,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1201.65,0.0,0,2088.16,3289.81,Male,19,Yes,No,No,No,0,1,10.025,0,0,Passive
4852,No,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,247.25,0.0,0,139.07999999999998,386.33,Female,55,No,No,No,No,0,4,16.75,1,1,Detractor
5219,No,0,70,,Yes,26.85,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.15,1411.2,0.0,0,1879.5,3290.7,Female,32,No,No,Yes,Yes,1,1,10.075,0,0,Detractor
3031,No,0,31,,Yes,42.05,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,2640.55,0.0,0,1303.55,3944.1,Male,60,No,No,No,No,0,4,16.23,0,1,Detractor
2990,Yes,10,31,,Yes,9.56,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.65,702.05,43.76,0,296.36,954.65,Male,31,No,No,Yes,Yes,1,1,10.325,0,1,Passive
4669,Yes,7,34,,Yes,26.03,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,678.8,0.0,0,885.02,1563.82,Male,53,No,No,Yes,No,0,1,9.8,0,0,Promoter
5533,No,0,1,Offer E,Yes,19.98,No,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,Male,49,No,No,No,No,0,4,15.85,1,1,Detractor
5826,No,0,65,Offer B,Yes,45.87,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.8,1600.95,0.0,0,2981.55,4582.5,Male,50,No,No,No,No,0,2,8.266666666666667,0,0,Passive
3114,Yes,8,26,Offer C,Yes,18.66,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2510.7,44.17,0,485.16,2951.69,Female,79,No,Yes,Yes,No,0,6,14.014285714285714,0,1,Passive
4304,No,0,48,,Yes,10.5,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,4946.05,0.0,0,504.0,5450.05,Female,35,No,No,No,No,0,8,11.538888888888888,0,1,Promoter
5794,Yes,3,53,Offer B,Yes,33.31,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.55,1336.1,37.37,0,1765.43,3064.16,Male,37,No,No,Yes,Yes,3,2,8.516666666666667,0,0,Detractor
3712,Yes,4,30,,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0.0,100,166.79999999999998,1708.75,Male,62,No,No,Yes,No,0,2,16.633333333333333,0,1,Passive
4445,Yes,10,23,,No,0.0,No,Yes,DSL,42,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,34.6,813.45,0.0,0,0.0,813.45,Female,27,Yes,No,Yes,No,0,3,8.65,0,0,Passive
4428,Yes,1,52,,Yes,4.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.1,5647.95,0.0,0,213.72000000000003,5861.67,Female,67,No,Yes,Yes,No,0,8,12.122222222222222,0,1,Promoter
4275,Yes,3,72,Offer A,Yes,19.04,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,1738.9,0.0,0,1370.88,3109.78,Male,22,Yes,No,Yes,Yes,2,2,8.333333333333334,0,1,Passive
5295,Yes,10,59,,Yes,4.21,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.95,4903.15,0.0,0,248.39,5151.54,Male,75,No,Yes,Yes,No,0,5,13.825,0,0,Passive
3378,No,0,46,,Yes,15.78,Yes,Yes,Fiber Optic,3,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.7,4154.8,0.0,0,725.88,4880.68,Male,48,No,No,No,No,0,7,11.7125,0,1,Detractor
5600,Yes,1,33,,No,0.0,No,Yes,DSL,4,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.0,1750.85,0.0,0,0.0,1750.85,Male,80,No,Yes,Yes,No,0,5,8.333333333333334,0,1,Detractor
3207,No,0,40,Offer B,Yes,44.86,No,Yes,Fiber Optic,4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.2,3233.85,0.0,0,1794.4,5028.25,Female,65,No,Yes,No,No,0,4,15.84,0,0,Detractor
3736,No,0,7,,Yes,34.49,No,Yes,Cable,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51.0,354.05,0.0,0,241.43,595.48,Male,56,No,No,No,No,0,3,12.75,1,0,Detractor
5100,Yes,9,5,,No,0.0,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.25,163.55,0.0,0,0.0,163.55,Female,52,No,No,Yes,Yes,2,3,8.5625,1,1,Promoter
6058,Yes,10,69,Offer A,Yes,28.19,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1356.7,0.0,0,1945.11,3301.8100000000004,Male,49,No,No,Yes,Yes,2,1,9.95,0,1,Detractor
2471,Yes,1,44,,Yes,34.94,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,926.0,0.0,0,1537.36,2463.36,Male,37,No,No,Yes,Yes,2,1,10.3,0,1,Promoter
4188,Yes,5,67,,Yes,43.01,Yes,Yes,Cable,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.0,4868.4,0.0,0,2881.67,7750.07,Female,49,No,No,Yes,Yes,2,7,9.25,0,0,Detractor
5735,No,0,55,,Yes,44.85,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,84.25,4589.85,0.0,0,2466.75,7056.6,Female,19,Yes,No,No,No,0,5,14.041666666666666,0,0,Passive
3280,No,0,2,Offer E,Yes,16.14,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,152.45,0.0,0,32.28,184.73,Male,46,No,No,No,No,0,4,15.97,1,1,Detractor
4952,Yes,6,51,,Yes,9.5,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84.2,4299.75,39.68,0,484.5,4744.57,Male,36,No,No,Yes,Yes,3,5,14.033333333333331,0,1,Promoter
3671,Yes,7,36,,No,0.0,No,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,2234.55,0.0,0,0.0,2234.55,Male,59,No,No,Yes,No,0,7,7.5875,0,0,Detractor
5994,No,0,2,,Yes,25.92,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,45.3,0.0,0,51.84,97.14,Female,52,No,No,No,No,0,1,10.175,1,0,Detractor
4333,No,0,18,Offer D,Yes,18.2,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,0.0,0,327.6,719.3,Female,44,No,No,No,No,0,1,9.825,0,0,Detractor
4798,No,0,50,Offer B,Yes,37.52,No,Yes,DSL,71,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,3478.15,0.0,0,1876.0,5354.150000000001,Female,25,Yes,No,No,Yes,2,6,10.114285714285714,0,0,Passive
4167,Yes,4,15,Offer D,Yes,17.43,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8,272.95,18.55,0,261.45,515.8499999999999,Female,49,No,No,Yes,Yes,1,1,9.9,0,0,Passive
3816,Yes,2,24,,Yes,44.93,Yes,Yes,Fiber Optic,82,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.65,1928.7,0.0,0,1078.32,3007.02,Female,24,Yes,No,Yes,No,0,5,13.275,0,0,Passive
4010,No,0,7,Offer E,Yes,31.84,No,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.3,445.95,0.0,0,222.88,668.8299999999999,Male,19,Yes,No,No,No,0,5,10.716666666666669,1,1,Passive
4210,No,0,46,,Yes,37.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,4903.2,0.0,0,1725.0,6628.2,Male,51,No,No,No,No,0,9,10.865,0,1,Passive
2577,No,0,12,Offer D,Yes,44.71,Yes,Yes,Cable,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.05,1148.1,0.0,0,536.52,1684.62,Male,39,No,No,No,No,0,6,13.721428571428572,1,1,Detractor
4993,No,0,38,Offer C,Yes,42.24,No,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,2708.2,0.0,0,1605.12,4313.32,Male,55,No,No,No,No,0,6,10.085714285714284,0,0,Detractor
4633,No,0,71,Offer A,Yes,4.76,No,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76.9,5522.7,0.0,0,337.96,5860.66,Male,20,Yes,No,No,Yes,3,7,9.6125,0,0,Detractor
2437,No,0,12,,No,0.0,No,Yes,DSL,10,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65,526.95,0.0,0,0.0,526.95,Male,77,No,Yes,No,No,0,4,8.73,1,1,Detractor
5940,Yes,4,72,,Yes,21.21,Yes,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,83.55,6093.3,0.0,90,1527.12,7710.42,Male,25,Yes,No,Yes,Yes,2,8,9.283333333333331,0,0,Detractor
4067,No,0,1,Offer E,Yes,7.14,No,Yes,DSL,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,44.4,0.0,0,7.14,51.54,Male,29,Yes,No,No,Yes,3,3,11.1,1,1,Detractor
2247,Yes,1,8,Offer E,Yes,46.13,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,145.0,0.0,0,369.04,514.04,Female,44,No,No,Yes,No,0,1,9.875,1,0,Detractor
4628,Yes,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0.0,0,2149.6800000000003,6504.13,Male,64,No,No,Yes,No,0,9,8.14,0,0,Passive
5039,No,0,2,Offer E,Yes,21.9,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,186.05,0.0,0,43.8,229.85,Female,70,No,Yes,No,No,0,4,16.81,1,1,Detractor
4937,No,0,62,,Yes,24.03,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0.0,0,1489.86,2613.51,Female,45,No,No,No,No,0,1,9.6,0,0,Passive
5068,No,0,14,Offer D,Yes,36.42,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.4,275.7,0.0,0,509.88,785.5799999999999,Male,23,Yes,No,No,No,0,1,10.2,0,1,Promoter
5437,No,0,1,,No,0.0,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,0.0,0,0.0,25.1,Male,67,No,Yes,No,No,0,1,12.55,1,1,Detractor
5092,Yes,4,72,,Yes,16.82,No,Yes,Fiber Optic,25,Yes,No,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,104.1,7447.7,0.0,40,1211.04,8698.74,Male,67,No,Yes,Yes,Yes,2,6,14.87142857142857,0,0,Detractor
3861,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,Male,76,No,Yes,Yes,No,0,5,14.841666666666669,0,1,Detractor
3716,No,0,5,Offer E,Yes,43.51,No,Yes,Fiber Optic,17,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,425.9,0.0,0,217.55,643.4499999999999,Female,62,No,No,No,No,0,5,14.233333333333334,1,0,Detractor
6174,Yes,5,60,,Yes,22.22,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0.0,0,1333.1999999999998,5099.4,Male,45,No,No,Yes,No,0,5,10.225,0,0,Detractor
5972,Yes,5,67,Offer A,Yes,7.91,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.85,1327.4,0.0,0,529.97,1857.37,Female,57,No,No,Yes,No,0,1,10.425,0,1,Promoter
5774,No,0,47,,Yes,26.35,No,Yes,Cable,5,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.9,2813.05,0.0,0,1238.45,4051.5,Female,55,No,No,No,No,0,5,9.816666666666666,0,0,Passive
6047,Yes,6,65,Offer B,Yes,41.34,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,0.0,0,2687.1000000000004,9806.0,Female,32,No,No,Yes,No,0,9,10.805,0,0,Detractor
4801,Yes,3,58,Offer B,Yes,27.93,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.55,1108.8,0.0,0,1619.94,2728.74,Male,54,No,No,Yes,No,0,1,9.775,0,1,Detractor
3359,Yes,6,24,,Yes,44.57,No,Yes,Cable,26,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3,1706.45,0.0,0,1069.68,2776.13,Male,30,No,No,Yes,Yes,2,7,8.7875,0,0,Detractor
4474,No,0,58,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,70.1,4048.95,0.0,0,2753.26,6802.209999999999,Male,26,Yes,No,No,No,0,6,10.014285714285714,0,1,Passive
3591,No,0,4,Offer E,Yes,21.62,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81.0,340.85,0.0,50,86.48,477.33,Male,25,Yes,No,No,No,0,3,20.25,1,1,Detractor
4931,No,0,25,Offer C,Yes,19.75,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,692.1,0.0,0,493.75,1185.85,Female,61,No,No,No,No,0,2,8.25,0,0,Detractor
4165,No,0,66,,No,0.0,No,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,4136.4,0.0,0,0.0,4136.4,Female,52,No,No,No,No,0,8,6.944444444444445,0,1,Passive
5811,No,0,8,,Yes,19.49,No,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,0.0,80,155.92,976.22,Male,44,No,No,No,No,0,5,15.783333333333331,1,1,Detractor
5306,Yes,1,25,Offer C,Yes,4.57,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,486.05,0.0,0,114.25,600.3,Female,25,Yes,No,Yes,Yes,3,1,10.05,0,0,Detractor
2330,Yes,5,3,,Yes,2.97,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0.0,0,8.91,282.11,Female,51,No,No,Yes,No,0,6,13.55714285714286,1,1,Promoter
2384,No,0,2,,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10,52.94,244.04,Male,58,No,No,No,No,0,3,20.05,1,1,Detractor
4626,No,0,72,Offer A,Yes,23.43,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1521.2,0.0,0,1686.96,3208.16,Male,31,No,No,No,No,0,1,10.4,0,0,Promoter
3895,No,0,13,,Yes,44.99,No,Yes,Fiber Optic,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1011.8,24.99,0,584.87,1571.6799999999998,Female,22,Yes,No,No,No,0,4,16.1,0,1,Passive
2853,No,0,15,Offer D,Yes,45.84,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.4,399.6,0.0,0,687.6,1087.2,Female,22,Yes,No,No,No,0,2,8.466666666666667,0,0,Detractor
3488,No,0,2,,Yes,31.45,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,47.7,0.0,0,62.9,110.6,Male,47,No,No,No,No,0,1,9.975,1,0,Passive
5242,No,0,24,Offer C,Yes,31.73,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140,761.52,2634.12,Male,74,No,Yes,No,No,0,1,35.0,0,0,Detractor
4115,Yes,1,3,Offer E,Yes,37.61,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.55,51.15,0.0,0,112.83,163.98,Male,41,No,No,Yes,No,0,1,10.275,1,0,Detractor
5015,Yes,2,68,Offer A,Yes,24.01,Yes,Yes,Fiber Optic,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,0.0,0,1632.68,8953.58,Male,25,Yes,No,Yes,No,0,9,10.77,0,1,Detractor
5460,Yes,2,23,Offer D,Yes,24.88,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,436.9,0.0,0,572.24,1009.14,Male,62,No,No,Yes,No,0,1,9.825,0,0,Promoter
5097,No,0,66,,Yes,30.96,No,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6844.5,0.0,0,2043.36,8887.86,Male,44,No,No,No,No,0,8,11.738888888888887,0,1,Passive
2136,Yes,7,11,Offer D,Yes,21.14,No,Yes,DSL,47,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0.0,0,232.54,915.79,Male,25,Yes,No,Yes,Yes,1,4,11.93,1,1,Detractor
4481,Yes,1,72,Offer A,No,0.0,No,Yes,Cable,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.2,3937.45,0.0,0,0.0,3937.45,Female,51,No,No,Yes,No,0,6,7.742857142857143,0,1,Detractor
3384,No,0,19,Offer D,Yes,40.22,No,Yes,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,0,764.18,1857.58,Female,57,No,No,No,No,0,4,11.24,0,1,Promoter
4221,Yes,2,45,,Yes,7.48,Yes,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.75,4900.65,0.0,0,336.6,5237.25,Male,62,No,No,Yes,Yes,3,9,10.975,0,1,Detractor
5529,Yes,7,71,Offer A,Yes,46.53,Yes,Yes,DSL,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,6589.6,0.0,0,3303.63,9893.23,Male,59,No,No,Yes,No,0,10,8.295454545454545,0,0,Detractor
5133,Yes,4,64,,Yes,13.95,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,0.0,0,892.8,7614.400000000001,Female,42,No,No,Yes,Yes,2,8,11.6,0,1,Passive
2822,No,0,2,Offer E,Yes,26.9,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,57.4,0.0,0,53.8,111.2,Female,52,No,No,No,No,0,1,9.95,1,1,Passive
3977,Yes,5,15,,Yes,14.27,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,294.95,0.0,0,214.05,509.0,Male,36,No,No,Yes,No,0,1,9.4,0,0,Passive
4859,No,0,69,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0.0,0,1854.72,9203.52,Male,58,No,No,No,No,0,8,11.833333333333334,0,1,Detractor
2729,No,0,26,,Yes,24.16,Yes,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,2088.8,0.0,0,628.16,2716.96,Male,34,No,No,No,No,0,4,16.1,0,1,Detractor
4058,Yes,7,7,,Yes,5.01,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,158.95,0.0,0,35.07,194.02,Female,61,No,No,Yes,Yes,1,1,10.325,1,0,Detractor
5203,No,0,14,Offer D,Yes,16.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0.0,0,229.04,1330.89,Female,65,No,Yes,No,No,0,4,15.79,0,1,Detractor
2492,Yes,2,30,,Yes,22.89,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.7,587.1,0.0,0,686.7,1273.8000000000002,Male,45,No,No,Yes,No,0,1,10.35,0,0,Promoter
2730,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.0,78.25,0.0,0,0.0,78.25,Male,46,No,No,Yes,No,0,1,12.5,1,0,Passive
4425,Yes,9,60,,Yes,32.12,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.95,1270.55,0.0,0,1927.2,3197.75,Male,45,No,No,Yes,Yes,2,1,10.475,0,1,Promoter
