Customer ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Population
4667-QONEA,3,Stayed,No,0,59,5153,,,Yes,9,60,Offer B,Yes,48.9,No,Yes,Cable,16,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,74.85,4456.35,0.0,0,2934.0,7390.35,Female,72,No,Yes,Yes,No,0,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,24505
5067-XJQFU,5,Stayed,No,0,74,4582,,,Yes,3,66,,Yes,21.79,Yes,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.45,7076.35,0.0,0,1438.1399999999999,8514.49,Male,77,No,Yes,Yes,No,0,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,2527
1891-QRQSA,4,Stayed,No,0,69,4881,,,Yes,9,64,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099.0,0.0,0,1045.12,8144.12,Male,71,No,Yes,Yes,No,0,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,40152
2673-CXQEU,4,Stayed,No,0,21,4463,,,No,0,56,,Yes,47.13,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,110.5,6139.5,0.0,0,2639.28,8778.78,Female,73,No,Yes,No,No,0,United States,California,Gardena,90247,"33.890853, -118.297967",33.890853,-118.297967,47758
0191-ZHSKZ,4,Stayed,No,0,55,3033,,,No,0,30,,Yes,38.61,No,Yes,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6000000000004,Male,80,No,Yes,No,No,0,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,93315
2424-WVHPL,5,Joined,No,0,60,4182,,,No,0,1,,Yes,27.65,No,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,74.7,74.7,0.0,0,27.65,102.35,Male,79,No,Yes,No,No,0,United States,California,Redondo Beach,90278,"33.873395, -118.37019",33.873395,-118.37019,37322
5386-THSLQ,5,Stayed,No,0,28,6238,,,No,0,66,Offer A,No,0.0,No,Yes,Cable,9,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.55,3027.25,0.0,0,0.0,3027.25,Female,65,No,Yes,Yes,No,0,United States,California,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508,11509
2639-UGMAZ,3,Stayed,No,0,68,5372,,,No,0,71,Offer A,No,0.0,No,Yes,DSL,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.45,3985.35,0.0,0,0.0,3985.35,Male,73,No,Yes,No,No,0,United States,California,Artesia,90701,"33.867593, -118.080637",33.867593,-118.080637,16398
3146-MSEGF,3,Stayed,No,0,8,6102,,,Yes,1,72,Offer A,Yes,20.48,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0.0,0,1474.56,7900.209999999999,Female,71,No,Yes,Yes,No,0,United States,California,Paramount,90723,"33.897122, -118.164432",33.897122,-118.164432,55306
1131-QQZEB,3,Stayed,No,0,52,4329,,,Yes,7,71,Offer A,Yes,30.72,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95,1756.2,0.0,0,2181.12,3937.3199999999997,Male,66,No,Yes,Yes,No,0,United States,California,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596,1107
2504-DSHIH,3,Stayed,No,0,38,5788,,,Yes,1,23,,Yes,42.59,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.8,1975.85,0.0,0,979.57,2955.42,Male,66,No,Yes,Yes,No,0,United States,California,Thousand Oaks,91360,"34.214054, -118.88109",34.214054,-118.88109,42526
9058-HRZSV,4,Stayed,No,0,7,5348,,,Yes,2,65,,Yes,38.32,No,Yes,Fiber Optic,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.4,6126.15,0.0,0,2490.8,8616.95,Female,77,No,Yes,Yes,No,0,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.098275,-117.967399,76890
4522-AKYLR,4,Stayed,No,0,7,5557,,,No,0,13,,Yes,10.51,No,Yes,DSL,20,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.8,731.3,0.0,0,136.63,867.93,Female,68,No,Yes,No,No,0,United States,California,Chino Hills,91709,"33.942895, -117.725644",33.942895,-117.725644,66754
0221-WMXNQ,3,Stayed,No,0,40,4033,,,No,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0,145.6,419.0,Male,66,No,Yes,No,No,0,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,75319
5046-NUHWD,3,Stayed,No,0,50,3094,,,Yes,5,29,,No,0.0,No,Yes,Cable,23,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.0,1228.65,0.0,0,0.0,1228.65,Female,69,No,Yes,Yes,No,0,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",33.998471,-117.973758,53686
7529-ZDFXI,5,Stayed,No,0,36,4429,,,Yes,1,57,,Yes,36.66,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4925.35,0.0,0,2089.62,7014.97,Male,79,No,Yes,Yes,No,0,United States,California,La Verne,91750,"34.144703, -117.770299",34.144703,-117.770299,35530
3197-ARFOY,3,Stayed,No,0,59,3524,,,No,0,19,,Yes,7.95,No,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,105.0,2007.25,0.0,20,151.05,2178.3,Female,67,No,Yes,No,No,0,United States,California,Ontario,91761,"34.035602, -117.591528",34.035602,-117.591528,56280
4716-HHKQH,3,Stayed,No,0,65,5328,,,Yes,3,20,,Yes,27.56,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,107.05,2172.05,0.0,0,551.1999999999999,2723.25,Male,68,No,Yes,Yes,No,0,United States,California,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,46626
3179-GBRWV,4,Stayed,No,0,23,4604,,,Yes,5,21,,Yes,42.95,No,Yes,DSL,30,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,64.95,1339.8,0.0,0,901.95,2241.75,Male,79,No,Yes,Yes,No,0,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,23444
4847-TAJYI,3,Stayed,No,0,75,2578,,,No,0,6,Offer E,Yes,8.06,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.35,567.8,0.0,0,48.36,616.16,Female,77,No,Yes,No,No,0,United States,California,Chula Vista,91911,"32.607964, -117.059459",32.607964,-117.059459,71126
6851-WEFYX,5,Stayed,No,0,38,3318,,,Yes,4,35,,Yes,2.12,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.8,3437.5,0.0,0,74.2,3511.7,Male,73,No,Yes,Yes,No,0,United States,California,Descanso,91916,"32.912664, -116.635387",32.912664,-116.635387,1587
3167-SNQPL,5,Stayed,No,0,78,4036,,,Yes,9,38,,Yes,28.3,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,101.15,3741.85,0.0,0,1075.4,4817.25,Male,71,No,Yes,Yes,Yes,1,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,1604
2799-ARNLO,4,Stayed,No,0,41,5437,,,No,0,5,Offer E,Yes,9.56,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,0.0,0,47.800000000000004,389.40000000000003,Female,67,No,Yes,Yes,No,0,United States,California,Bonsall,92003,"33.290907, -117.202895",33.290907,-117.202895,3849
5701-YVSVF,4,Stayed,No,0,21,4413,,,Yes,9,11,Offer D,Yes,29.15,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.9,880.05,0.0,0,320.65,1200.6999999999998,Female,68,No,Yes,Yes,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,42239
5697-GOMBF,5,Stayed,No,0,34,5444,,,Yes,3,28,,No,0.0,No,Yes,DSL,58,No,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,35.9,973.65,0.0,40,0.0,1013.65,Female,75,No,Yes,Yes,Yes,3,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,3577
2739-CACDQ,4,Stayed,No,0,26,3754,,,No,0,17,Offer D,Yes,1.06,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,0.0,0,18.02,1488.07,Female,79,No,Yes,No,No,0,United States,California,La Jolla,92037,"32.853743, -117.25034",32.853743,-117.25034,42617
6035-BXTTY,5,Stayed,No,0,56,4045,,,No,0,32,,Yes,19.92,No,Yes,DSL,14,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,54.65,1830.1,0.0,10,637.44,2477.54,Female,69,No,Yes,No,No,0,United States,California,Rancho Santa Fe,92067,"33.012751, -117.200617",33.012751,-117.200617,7615
0021-IKXGC,4,Joined,No,0,50,4432,,,No,0,1,Offer E,Yes,7.77,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,72.1,72.1,0.0,0,7.77,79.86999999999999,Female,72,No,Yes,No,No,0,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,6760
4654-DLAMQ,3,Stayed,No,0,68,4053,,,Yes,9,64,,Yes,3.76,No,Yes,Fiber Optic,11,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,97.0,6430.9,0.0,0,240.64,6671.54,Female,69,No,Yes,Yes,No,0,United States,California,Warner Springs,92086,"33.323705, -116.626907",33.323705,-116.626907,1205
4115-NZRKS,5,Stayed,No,0,25,2415,,,No,0,7,,Yes,16.36,No,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.15,574.35,0.0,0,114.52,688.87,Female,72,No,Yes,No,No,0,United States,California,San Diego,92102,"32.716007, -117.117462",32.716007,-117.117462,47140
3351-NGXYI,3,Stayed,No,0,38,2276,,,No,0,16,Offer D,Yes,9.72,Yes,Yes,DSL,29,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.1,889.0,0.0,0,155.52,1044.52,Female,70,No,Yes,No,No,0,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,18525
8204-YJCLA,3,Stayed,No,0,68,4886,,,Yes,1,72,Offer A,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.8,4732.35,0.0,0,0.0,4732.35,Male,78,No,Yes,Yes,No,0,United States,California,San Ysidro,92173,"32.555828, -117.040073",32.555828,-117.040073,28488
9774-NRNAU,3,Stayed,No,0,75,5352,,,Yes,5,27,,Yes,33.57,Yes,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,84.8,2309.55,0.0,0,906.39,3215.94,Male,77,No,Yes,Yes,No,0,United States,California,Cabazon,92230,"33.929812, -116.76058",33.929812,-116.76058,2355
0224-RLWWD,3,Joined,No,0,44,3805,,,No,0,2,Offer E,Yes,23.91,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,Female,73,No,Yes,No,No,0,United States,California,Calexico,92231,"32.690654, -115.431225",32.690654,-115.431225,27804
3951-NJCVI,4,Stayed,No,0,34,2677,,,Yes,10,42,,Yes,42.29,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,95.05,3944.5,0.0,100,1776.18,5820.68,Female,76,No,Yes,Yes,No,0,United States,California,Cathedral City,92234,"33.829583, -116.474131",33.829583,-116.474131,43141
0177-PXBAT,3,Stayed,No,0,59,5655,,,Yes,7,33,,Yes,25.15,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0,829.9499999999999,4524.65,Male,78,No,Yes,Yes,No,0,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009,964
2519-ERQOJ,4,Stayed,No,0,30,5322,,,No,0,33,Offer C,No,0.0,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54.6,1803.7,0.0,0,0.0,1803.7,Male,74,No,Yes,No,No,0,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,5529
0111-KLBQG,5,Stayed,No,0,62,2844,,,Yes,9,32,Offer C,Yes,31.86,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,93.95,2861.45,0.0,0,1019.52,3880.97,Male,71,No,Yes,Yes,Yes,1,United States,California,Morongo Valley,92256,"34.097863, -116.594561",34.097863,-116.594561,3499
1996-DBMUS,3,Stayed,No,0,71,5523,,,Yes,10,48,,Yes,12.6,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,3545.05,0.0,0,604.8,4149.85,Female,72,No,Yes,Yes,No,0,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.3249,-114.758334,291
2055-SIFSS,3,Stayed,No,0,24,4763,,,Yes,5,55,,Yes,29.53,Yes,Yes,Cable,29,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,51.65,2838.55,0.0,0,1624.15,4462.700000000001,Female,75,No,Yes,Yes,No,0,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03679,-115.60503,2388
2806-MLNTI,4,Stayed,No,0,47,4621,,,Yes,4,52,,Yes,29.15,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.1,5376.4,0.0,0,1515.8,6892.2,Male,79,No,Yes,Yes,No,0,United States,California,White Water,92282,"33.972293, -116.654195",33.972293,-116.654195,805
5628-RKIFK,3,Stayed,No,0,22,5348,,,No,0,49,,Yes,24.84,Yes,Yes,Fiber Optic,14,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.55,5070.4,0.0,0,1217.16,6287.5599999999995,Female,76,No,Yes,No,No,0,United States,California,Bloomington,92316,"34.059722, -117.39104",34.059722,-117.39104,25995
5760-WRAHC,3,Stayed,No,0,32,3509,,,No,0,22,Offer D,Yes,49.98,No,Yes,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.75,1545.4,0.0,0,1099.56,2644.96,Female,78,No,Yes,No,No,0,United States,California,Fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,54586
1480-BKXGA,3,Stayed,No,0,64,4404,,,Yes,5,72,Offer A,Yes,21.37,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8404.9,0.0,120,1538.64,10063.539999999999,Male,75,No,Yes,Yes,No,0,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,7324
9076-AXYIK,4,Stayed,No,0,28,6270,,,Yes,2,64,,Yes,20.19,Yes,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.1,6538.45,0.0,0,1292.16,7830.61,Male,66,No,Yes,Yes,No,0,United States,California,Nipton,92364,"35.478736, -115.516984",35.478736,-115.516984,162
4933-IKULF,4,Stayed,No,0,40,4086,,,No,0,17,Offer D,Yes,24.15,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,330.6,0.0,0,410.54999999999995,741.15,Female,71,No,Yes,No,No,0,United States,California,Pinon Hills,92372,"34.459322, -117.629729",34.459322,-117.629729,4280
3780-DDGSE,5,Stayed,No,0,38,5479,,,Yes,6,35,Offer C,Yes,14.19,No,Yes,DSL,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.05,2747.2,0.0,0,496.65,3243.85,Male,77,No,Yes,Yes,Yes,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,87
4612-SSVHJ,5,Stayed,No,0,27,2416,,,No,0,20,Offer D,Yes,23.18,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,81.45,1671.6,0.0,0,463.6,2135.2,Female,74,No,Yes,No,No,0,United States,California,Yermo,92398,"35.013299, -116.834092",35.013299,-116.834092,1195
5756-OZRIO,4,Stayed,No,0,29,4001,,,Yes,9,61,,Yes,34.24,Yes,Yes,DSL,20,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.05,3902.6,0.0,0,2088.6400000000003,5991.24,Male,73,No,Yes,Yes,No,0,United States,California,Riverside,92504,"33.9108, -117.398153",33.9108,-117.398153,46550
4513-CXYIX,3,Stayed,No,0,54,4583,,,Yes,4,71,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676.0,0.0,0,3123.29,8799.29,Female,73,No,Yes,Yes,No,0,United States,California,Lake Elsinore,92532,"33.705836, -117.318204",33.705836,-117.318204,4546
4332-MUOEZ,3,Stayed,No,0,32,2574,,,Yes,1,20,,Yes,32.54,No,Yes,Fiber Optic,5,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,94.3,1818.3,0.0,0,650.8,2469.1,Male,78,No,Yes,Yes,No,0,United States,California,Moreno Valley,92553,"33.923149, -117.244933",33.923149,-117.244933,61205
6705-LXORM,4,Stayed,No,0,24,2064,,,Yes,1,5,Offer E,Yes,5.42,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,70.05,302.6,0.0,0,27.1,329.70000000000005,Female,79,No,Yes,Yes,No,0,United States,California,Perris,92570,"33.787298, -117.320676",33.787298,-117.320676,36817
4109-CYRBD,5,Stayed,No,0,39,5495,,,Yes,1,29,Offer C,Yes,37.65,Yes,Yes,DSL,9,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,51.6,1442.0,0.0,0,1091.85,2533.85,Male,77,No,Yes,Yes,No,0,United States,California,Menifee,92584,"33.653338, -117.178271",33.653338,-117.178271,14068
8606-CIQUL,4,Stayed,No,0,60,5168,,,Yes,1,72,Offer A,Yes,30.78,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8399.15,0.0,110,2216.16,10725.31,Male,77,No,Yes,Yes,Yes,1,United States,California,Temecula,92591,"33.540604, -117.10909",33.540604,-117.10909,25655
0356-OBMAC,3,Stayed,No,0,45,5840,,,No,0,56,,Yes,17.33,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,0.0,0,970.4799999999999,6676.78,Female,80,No,Yes,No,No,0,United States,California,Winchester,92596,"33.657433, -117.04254",33.657433,-117.04254,4093
1297-VQDRP,5,Stayed,No,0,66,4324,,,No,0,68,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0.0,50,2183.48,9613.28,Male,80,No,Yes,Yes,Yes,1,United States,California,Foothill Ranch,92610,"33.698728, -117.67768",33.698728,-117.67768,10936
4676-MQUEA,3,Stayed,No,0,25,4184,,,Yes,9,50,,Yes,14.49,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9,5265.5,0.0,0,724.5,5990.0,Male,80,No,Yes,Yes,No,0,United States,California,Laguna Beach,92651,"33.570023, -117.773669",33.570023,-117.773669,25206
7025-WCBNE,3,Stayed,No,0,33,3155,,,No,0,47,,Yes,14.78,Yes,Yes,DSL,10,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.6,2754.0,0.0,0,694.66,3448.66,Male,74,No,Yes,No,No,0,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,44117
6030-REHUX,4,Stayed,No,0,58,3906,,,Yes,6,28,Offer C,Yes,45.67,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.85,3204.4,0.0,0,1278.76,4483.16,Female,76,No,Yes,Yes,No,0,United States,California,Fountain Valley,92708,"33.712036, -117.950113",33.712036,-117.950113,54548
6522-YRBXD,3,Stayed,No,0,69,2631,,,Yes,3,35,Offer C,Yes,20.44,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55,3365.4,0.0,0,715.4000000000001,4080.8,Male,68,No,Yes,Yes,No,0,United States,California,Anaheim,92802,"33.807864, -117.923782",33.807864,-117.923782,45086
6689-VRRTK,3,Stayed,No,0,35,5720,,,No,0,44,,Yes,49.75,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.8,4860.35,0.0,0,2189.0,7049.35,Female,71,No,Yes,No,No,0,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,42853
7134-MJPDY,3,Stayed,No,0,40,5569,,,No,0,66,Offer A,Yes,11.63,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,102.85,6976.75,0.0,60,767.58,7804.33,Female,69,No,Yes,No,No,0,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,32984
4881-JVQOD,4,Stayed,No,0,55,5248,,,Yes,1,10,,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,362.6,0.0,0,0.0,362.6,Male,73,No,Yes,Yes,Yes,3,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,79736
6797-UCJHZ,3,Stayed,No,0,27,5722,,,Yes,7,66,Offer A,Yes,25.51,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,104.6,6819.45,0.0,0,1683.66,8503.11,Female,74,No,Yes,Yes,No,0,United States,California,Simi Valley,93065,"34.269449, -118.768471",34.269449,-118.768471,64802
2469-DTSGX,5,Stayed,No,0,75,5388,,,No,0,72,Offer A,Yes,44.81,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,111.65,7943.45,0.0,0,3226.32,11169.77,Female,72,No,Yes,No,No,0,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,2966
4908-XAXAY,4,Stayed,No,0,30,5982,,,No,0,49,,Yes,47.72,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4287.2,0.0,0,2338.2799999999997,6625.48,Female,70,No,Yes,No,No,0,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413,2078
3509-GWQGF,3,Stayed,No,0,77,5242,,,No,0,24,Offer C,Yes,31.73,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140,761.52,2634.12,Male,74,No,Yes,No,No,0,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,823
3729-OWRVL,3,Stayed,No,0,79,4295,,,No,0,65,,Yes,44.23,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,0.0,0,2874.95,10121.099999999999,Male,80,No,Yes,No,No,0,United States,California,Pixley,93256,"35.957019, -119.330928",35.957019,-119.330928,4198
7251-LJBQN,3,Stayed,No,0,20,3568,,,No,0,40,,Yes,28.54,Yes,Yes,Fiber Optic,24,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,0.0,0,1141.6,5330.0,Female,74,No,Yes,No,No,0,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319,-119.129075,5689
2682-KEVRP,3,Stayed,No,0,21,4327,,,No,0,22,,Yes,34.39,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.05,417.0,0.0,0,756.58,1173.58,Female,65,No,Yes,No,No,0,United States,California,Woodlake,93286,"36.464635, -119.094348",36.464635,-119.094348,8870
9978-HYCIN,3,Stayed,No,0,68,3384,,,Yes,1,47,,Yes,42.29,No,Yes,Fiber Optic,22,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.95,4018.05,0.0,80,1987.6299999999999,6085.68,Male,72,No,Yes,Yes,Yes,1,United States,California,Bakersfield,93301,"35.383937, -119.020428",35.383937,-119.020428,12963
8329-UTMVM,4,Stayed,No,0,31,3104,,,No,0,27,Offer C,Yes,34.39,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.65,2964.0,0.0,0,928.53,3892.5299999999997,Male,76,No,Yes,No,No,0,United States,California,Bakersfield,93313,"35.140938, -119.051348",35.140938,-119.051348,25126
6952-OMNWB,4,Stayed,No,0,28,5581,,,Yes,7,68,Offer A,Yes,34.31,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,80.35,5589.3,0.0,0,2333.08,7922.38,Male,75,No,Yes,Yes,No,0,United States,California,Creston,93432,"35.480896, -120.469476",35.480896,-120.469476,1203
6549-YMFAW,4,Stayed,No,0,69,2302,,,Yes,1,9,,Yes,1.66,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,21.25,204.55,0.0,0,14.94,219.49,Male,70,No,Yes,Yes,No,0,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,1317
